ID,Round,Tframe,home,away,hgoal,agoal,hhgoal,ahgoal,SecHome,SecAway
525,30,2025-04-01,Nottingham,ManchesterUtd,1,0,1,0,0,0
526,30,2025-04-01,Arsenal,Fulham,2,1,1,0,1,1
527,30,2025-04-01,Wolves,WestHam,1,0,1,0,0,0
296,25,2025-04-02,Feyenoord,Groningen,4,1,2,1,2,0
519,30,2025-04-02,Liverpool,Everton,1,0,0,0,1,0
520,30,2025-04-02,Bournemouth,Ipswich,1,2,0,1,1,1
521,30,2025-04-02,Brighton,AstonVilla,0,3,0,0,0,3
522,30,2025-04-02,ManchesterCity,Leicester,2,0,2,0,0,0
523,30,2025-04-02,Newcastle,Brentford,2,1,1,0,1,1
524,30,2025-04-02,Southampton,CrystalPalace,1,1,1,0,0,1
518,30,2025-04-03,Chelsea,Tottenham,1,0,0,0,1,0
295,28,2025-04-04,Heerenveen,WillemII,3,1,2,0,1,1
291,28,2025-04-05,AlmereCity,Zwolle,2,2,0,2,2,0
292,28,2025-04-05,Groningen,PSV,1,3,1,2,0,1
293,28,2025-04-05,Twente,Sittard,1,1,1,0,0,1
294,28,2025-04-05,AZAlkmaar,Feyenoord,0,1,0,1,0,0
513,31,2025-04-05,AstonVilla,Nottingham,2,1,2,0,0,1
514,31,2025-04-05,CrystalPalace,Brighton,2,1,1,1,1,0
515,31,2025-04-05,Ipswich,Wolves,1,2,1,0,0,2
516,31,2025-04-05,WestHam,Bournemouth,2,2,0,1,2,1
517,31,2025-04-05,Everton,Arsenal,1,1,0,1,1,0
287,28,2025-04-06,Ajax,NACBreda,3,1,2,1,1,0
288,28,2025-04-06,G.A.Eagles,Utrecht,2,2,2,2,0,0
289,28,2025-04-06,SpartaRotterdam,Nijmegen,2,0,1,0,1,0
290,28,2025-04-06,Waalwijk,Heracles,0,0,0,0,0,0
509,31,2025-04-06,ManchesterUtd,ManchesterCity,0,0,0,0,0,0
510,31,2025-04-06,Brentford,Chelsea,0,0,0,0,0,0
511,31,2025-04-06,Fulham,Liverpool,3,2,3,1,0,1
512,31,2025-04-06,Tottenham,Southampton,3,1,2,0,1,1
508,31,2025-04-07,Leicester,Newcastle,0,3,0,3,0,0
286,29,2025-04-11,Nijmegen,Waalwijk,2,1,0,0,2,1
282,29,2025-04-12,NACBreda,G.A.Eagles,1,1,0,1,1,0
283,29,2025-04-12,PSV,AlmereCity,5,0,4,0,1,0
284,29,2025-04-12,SpartaRotterdam,Heerenveen,3,1,1,0,2,1
285,29,2025-04-12,Sittard,Feyenoord,0,2,0,0,0,2
503,32,2025-04-12,Arsenal,Brentford,1,1,0,0,1,1
504,32,2025-04-12,Brighton,Leicester,2,2,1,1,1,1
505,32,2025-04-12,Nottingham,Everton,0,1,0,0,0,1
506,32,2025-04-12,Southampton,AstonVilla,0,3,0,0,0,3
507,32,2025-04-12,ManchesterCity,CrystalPalace,5,2,2,2,3,0
278,29,2025-04-13,WillemII,Ajax,1,2,1,0,0,2
279,29,2025-04-13,Heracles,AZAlkmaar,1,0,0,0,1,0
280,29,2025-04-13,Zwolle,Twente,1,1,0,0,1,1
281,29,2025-04-13,Utrecht,Groningen,3,1,3,1,0,0
499,32,2025-04-13,Newcastle,ManchesterUtd,4,1,1,1,3,0
500,32,2025-04-13,Chelsea,Ipswich,2,2,0,2,2,0
501,32,2025-04-13,Liverpool,WestHam,2,1,1,0,1,1
502,32,2025-04-13,Wolves,Tottenham,4,2,2,0,2,2
498,32,2025-04-14,Bournemouth,Fulham,1,0,1,0,0,0
497,29,2025-04-16,Newcastle,CrystalPalace,5,0,4,0,1,0
277,31,2025-04-19,Heerenveen,AlmereCity,2,1,2,1,0,0
492,33,2025-04-19,AstonVilla,Newcastle,4,1,1,1,3,0
493,33,2025-04-19,Brentford,Brighton,4,2,1,1,3,1
494,33,2025-04-19,CrystalPalace,Bournemouth,0,0,0,0,0,0
495,33,2025-04-19,Everton,ManchesterCity,0,2,0,0,0,2
496,33,2025-04-19,WestHam,Southampton,1,1,0,0,1,1
276,31,2025-04-20,Utrecht,Ajax,4,0,1,0,3,0
488,33,2025-04-20,Leicester,Liverpool,0,1,0,0,0,1
489,33,2025-04-20,Fulham,Chelsea,1,2,1,0,0,2
490,33,2025-04-20,Ipswich,Arsenal,0,4,0,2,0,2
491,33,2025-04-20,ManchesterUtd,Wolves,0,1,0,0,0,1
487,33,2025-04-21,Tottenham,Nottingham,1,2,0,2,1,0
486,34,2025-04-22,ManchesterCity,AstonVilla,2,1,1,1,1,0
275,30,2025-04-23,Groningen,Heracles,4,1,2,1,2,0
485,34,2025-04-23,Arsenal,CrystalPalace,2,2,2,1,0,1
273,30,2025-04-24,Twente,PSV,1,3,1,1,0,2
274,30,2025-04-24,AZAlkmaar,NACBreda,1,1,0,0,1,1
271,30,2025-04-25,Feyenoord,Zwolle,4,0,3,0,1,0
272,30,2025-04-25,Waalwijk,Utrecht,0,4,0,3,0,1
480,34,2025-04-26,Brighton,WestHam,3,2,1,0,2,2
481,34,2025-04-26,Newcastle,Ipswich,3,0,1,0,2,0
482,34,2025-04-26,Southampton,Fulham,1,2,1,0,0,2
483,34,2025-04-26,Wolves,Leicester,3,0,1,0,2,0
484,34,2025-04-26,Chelsea,Everton,1,0,1,0,0,0
267,30,2025-04-27,AlmereCity,G.A.Eagles,0,0,0,0,0,0
268,30,2025-04-27,Ajax,SpartaRotterdam,1,1,0,0,1,1
269,30,2025-04-27,Heerenveen,Nijmegen,1,0,0,0,1,0
270,30,2025-04-27,Sittard,WillemII,1,0,0,0,1,0
478,34,2025-04-27,Liverpool,Tottenham,5,1,3,1,2,0
479,34,2025-04-27,Bournemouth,ManchesterUtd,1,1,1,0,0,1
477,34,2025-05-01,Nottingham,Brentford,0,2,0,1,0,1
476,35,2025-05-02,ManchesterCity,Wolves,1,0,1,0,0,0
263,31,2025-05-03,PSV,Sittard,4,1,2,0,2,1
264,31,2025-05-03,Groningen,Waalwijk,6,1,2,0,4,1
265,31,2025-05-03,Heracles,Feyenoord,1,4,0,3,1,1
266,31,2025-05-03,Nijmegen,WillemII,1,1,0,1,1,0
472,35,2025-05-03,Arsenal,Bournemouth,1,2,1,0,0,2
473,35,2025-05-03,Everton,Ipswich,2,2,2,1,0,1
474,35,2025-05-03,Leicester,Southampton,2,0,2,0,0,0
475,35,2025-05-03,AstonVilla,Fulham,1,0,1,0,0,0
260,31,2025-05-04,G.A.Eagles,AZAlkmaar,0,3,0,2,0,1
261,31,2025-05-04,SpartaRotterdam,Twente,0,2,0,2,0,0
262,31,2025-05-04,NACBreda,Zwolle,1,3,0,0,1,3
468,35,2025-05-04,Chelsea,Liverpool,3,1,1,0,2,1
469,35,2025-05-04,Brentford,ManchesterUtd,4,3,2,1,2,2
470,35,2025-05-04,Brighton,Newcastle,1,1,1,0,0,1
471,35,2025-05-04,WestHam,Tottenham,1,1,1,1,0,0
467,35,2025-05-05,CrystalPalace,Nottingham,1,1,0,0,1,1
259,32,2025-05-09,WillemII,Heracles,1,2,0,1,1,1
256,32,2025-05-10,AlmereCity,SpartaRotterdam,0,3,0,0,0,3
257,32,2025-05-10,Sittard,NACBreda,1,0,1,0,0,0
258,32,2025-05-10,Waalwijk,Heerenveen,3,1,1,1,2,0
462,36,2025-05-10,Bournemouth,AstonVilla,0,1,0,1,0,0
463,36,2025-05-10,Fulham,Everton,1,3,1,1,0,2
464,36,2025-05-10,Ipswich,Brentford,0,1,0,1,0,0
465,36,2025-05-10,Southampton,ManchesterCity,0,0,0,0,0,0
466,36,2025-05-10,Wolves,Brighton,0,2,0,1,0,1
251,32,2025-05-11,Ajax,Nijmegen,0,3,0,0,0,3
252,32,2025-05-11,AZAlkmaar,Groningen,3,0,2,0,1,0
253,32,2025-05-11,Feyenoord,PSV,2,3,2,0,0,3
254,32,2025-05-11,Twente,Utrecht,2,0,1,0,1,0
255,32,2025-05-11,Zwolle,G.A.Eagles,1,1,0,0,1,1
457,36,2025-05-11,Liverpool,Arsenal,2,2,2,0,0,2
458,36,2025-05-11,ManchesterUtd,WestHam,0,2,0,1,0,1
459,36,2025-05-11,Nottingham,Leicester,2,2,1,1,1,1
460,36,2025-05-11,Tottenham,CrystalPalace,0,2,0,1,0,1
461,36,2025-05-11,Newcastle,Chelsea,2,0,1,0,1,0
242,33,2025-05-14,AlmereCity,Sittard,1,1,1,0,0,1
243,33,2025-05-14,Feyenoord,Waalwijk,2,0,1,0,1,0
244,33,2025-05-14,G.A.Eagles,Heerenveen,1,0,0,0,1,0
245,33,2025-05-14,Groningen,Ajax,2,2,0,1,2,1
246,33,2025-05-14,Nijmegen,NACBreda,3,0,1,0,2,0
247,33,2025-05-14,PSV,Heracles,4,1,4,0,0,1
248,33,2025-05-14,Twente,AZAlkmaar,2,3,2,2,0,1
249,33,2025-05-14,Utrecht,SpartaRotterdam,1,1,1,1,0,0
250,33,2025-05-14,WillemII,Zwolle,1,2,0,1,1,1
455,37,2025-05-16,Chelsea,ManchesterUtd,1,0,0,0,1,0
456,37,2025-05-16,AstonVilla,Tottenham,2,0,0,0,2,0
233,34,2025-05-18,Ajax,Twente,2,0,1,0,1,0
234,34,2025-05-18,AZAlkmaar,AlmereCity,1,1,0,1,1,0
235,34,2025-05-18,Heerenveen,Feyenoord,2,0,2,0,0,0
236,34,2025-05-18,Heracles,Nijmegen,1,2,0,0,1,2
237,34,2025-05-18,NACBreda,WillemII,1,1,1,1,0,0
238,34,2025-05-18,Sittard,Utrecht,0,0,0,0,0,0
239,34,2025-05-18,SpartaRotterdam,PSV,1,3,0,1,1,2
240,34,2025-05-18,Waalwijk,G.A.Eagles,5,3,1,1,4,2
241,34,2025-05-18,Zwolle,Groningen,2,0,1,0,1,0
450,37,2025-05-18,Arsenal,Newcastle,1,0,0,0,1,0
451,37,2025-05-18,Brentford,Fulham,2,3,2,1,0,2
452,37,2025-05-18,Leicester,Ipswich,2,0,1,0,1,0
453,37,2025-05-18,WestHam,Nottingham,1,2,0,1,1,1
454,37,2025-05-18,Everton,Southampton,2,0,2,0,0,0
449,37,2025-05-19,Brighton,Liverpool,3,2,1,2,2,0
447,37,2025-05-20,CrystalPalace,Wolves,4,2,2,1,2,1
448,37,2025-05-20,ManchesterCity,Bournemouth,3,1,2,0,1,1
437,38,2025-05-25,Bournemouth,Leicester,2,0,0,0,2,0
438,38,2025-05-25,Fulham,ManchesterCity,0,2,0,1,0,1
439,38,2025-05-25,Ipswich,WestHam,1,3,0,1,1,2
440,38,2025-05-25,Liverpool,CrystalPalace,1,1,0,1,1,0
441,38,2025-05-25,ManchesterUtd,AstonVilla,2,0,0,0,2,0
442,38,2025-05-25,Newcastle,Everton,0,1,0,0,0,1
443,38,2025-05-25,Nottingham,Chelsea,0,1,0,0,0,1
444,38,2025-05-25,Southampton,Arsenal,1,2,0,1,1,1
445,38,2025-05-25,Tottenham,Brighton,1,4,1,0,0,4
446,38,2025-05-25,Wolves,Brentford,1,1,0,1,1,0
